"date","type","name","title","text"
"15 июля 2022","Новость","Банк России предлагает изменить критерии отнесения компаний к малым и средним предприятиям","В единый реестр предприятий малого и среднего предпринимательства (реестр МСП, который формируется по формальным критериям), по мнению Банка России, сейчас входит значительное количество компаний, которые сложно отнести к сегменту МСП.","Ряд таких организаций имеет несоразмерный для МСП масштаб бизнеса, значительное количество компаний входит в периметр крупных промышленных групп, застройщиков жилья и банков.  Такое определение сегмента МСП приводит к негативным последствиям: искажению показателей этого сегмента экономики, снижению эффективности распределения господдержки, рискам регулятивного арбитража.  Участники Рабочей группы Банка России по финансированию малого и среднего предпринимательства обсудили возможные способы решения проблемы, в том числе варианты пересмотра критериев отнесения компаний к сегменту МСП.  Итоговые предложения будут сформулированы с учетом мнения бизнес-объединений, банковских ассоциаций, экспертного сообщества и заинтересованных министерств и ведомств.  Фото на превью: Mark Anthony Ray / Shutterstock / Fotodom"
"15 июля 2022","Новость","Инфляция в июне замедлилась в большинстве регионов","Годовая инфляция снизилась в 79 из 82 российских регионов и находилась в диапазоне от 21,0% в Республике Ингушетия до 2,1% в Чукотском автономном округе. Замедление инфляции происходило под действием большого числа непродолжительных факторов, среди которых дальнейшая коррекция цен на товары, резко подорожавшие в марте, а также период быстрого укрепления рубля и хорошая конъюнктура рынка овощей и фруктов. В то же время рост затрат на производство и транспортировку многих товаров компании продолжали переносить в цены.","Плодоовощная продукция за месяц подешевела во всех федеральных округах, что дало основной вклад в замедление продовольственной инфляции. В непродовольственном сегменте наблюдался более слабый рост цен на легковые автомобили и строительные материалы.  Ситуация с изменением стоимости услуг различалась в зависимости от региона. Это было связано в основном с динамикой цен на авиабилеты. На Северном Кавказе, Северо-Западе и в Поволжье годовой рост стоимости услуг воздушного транспорта замедлился, на Урале и в Сибири, наоборот, ускорился.  Подробнее об инфляции в каждом регионе можно прочитать в опубликованных на сайте Банка России информационно-аналитических материалах.  Фото на превью: Tatiana Gordievskaia / Shutterstock / Fotodom"
"14 июля 2022","Новость","Рыночные ставки в июне снижались вслед за смягчением денежно-кредитной политики","Снижение ставок денежного рынка было связано с пересмотром ожиданий участников рынка относительно дальнейшего изменения ключевой ставки на фоне улучшения общей макроэкономической ситуации.","Банки продолжили корректировать вниз ставки по депозитам. Тем не менее население в основном предпочитало не тратить свободные средства, в результате продолжилось накопление сбережений граждан в банках.  Уменьшение стоимости кредитов было неоднородным. Ставки по кредитам нефинансовым организациям снижались более выраженно в результате появления новых механизмов стимулирования производства и инвестиций и запуска расширенной программы льготного кредитования малых и средних предприятий. Ставки в розничном сегменте изменились ограниченно.  Более подробно читайте в очередном выпуске информационно-аналитического комментария «Ликвидность банковского сектора и финансовые рынки».  Фото на превью: Василий Федосенко / ТАСС"
"14 июля 2022","Новость","Блокировка иностранных ценных бумаг: пути решения проблемы","Проблема блокировки иностранных активов стала центральной темой заседания Экспертного совета по защите прав розничного инвестора. Представители Банка России на заседании подчеркнули, что быстрого способа разблокировки не существует.","При этом уже реализуется ряд мер для решения проблемы заблокированных иностранных бумаг, имеющих российские корни: речь идет о бумагах российских компаний, которые выпущены по иностранному праву и торгуются на зарубежных биржах.  Так, приняты решения о прямой выплате доходов и обмене депозитарных расписок на российские акции, минуя иностранную инфраструктуру, появилась возможность обмена еврооблигаций на российские облигации. Обсуждается возобновление операций с паями ПИФ при одновременном сохранении прав инвесторов на принадлежащую им долю заблокированных активов фондов.  Кроме того, Банк России позитивно оценивает инициативы по обращению в судебные органы по вопросам разблокировки активов. Остальные возможные действия по снятию блокировки иностранных ценных бумаг будут зависеть от перспектив работы с зарубежными регуляторами и судебными органами. Также Банк России поддерживает создание Московской Биржей совместно с участниками рынка Клуба защиты инвесторов.  Всего под блокировку попали иностранные активы на сумму около 6 трлн рублей. Инвесторы не могут продать эти бумаги на бирже и получить по ним доход. Однако такие активы можно продать на внебиржевом рынке между клиентами внутри российской депозитарной системы. Но спрос на них невысок, а цена ниже, чем на такие же бумаги, не попавшие под блокировку.  Банк России в первом полугодии 2022 года зафиксировал резкий всплеск жалоб розничных инвесторов на профучастников рынка ценных бумаг — в первую очередь на брокеров (на них поступило 4775 жалоб в апреле против 174 в феврале). Более половины таких обращений были связаны с переводом активов от подсанкционного брокера к другому профучастнику, а 19% жалоб касались блокировок активов и получения выплат по иностранным ценным бумагам.  Другой важной темой дискуссии стало восстановление доверия инвесторов к фондовому рынку. В этом контексте обсуждались вопросы улучшения коммуникации между участниками рынка и клиентами в условиях кризиса, предупреждения клиентов о возможных рисках и полноте раскрытия информации.  Фото на превью: SFIO CRACHO / Shutterstock / Fotodom"
"14 июля 2022","Новость","Доклад «Региональная экономика»: почему снижается инфляция в регионах и как компании перестраивают бизнес","В июне инфляция снизилась по сравнению с маем почти во всех регионах. Это происходило из-за значительного укрепления рубля и сокращения потребительского спроса. В текущей ситуации население предпочитает сберегать средства на банковских вкладах, а не тратить.","Компании, ориентированные на экспорт, формируют запасы готовой продукции, сокращают выпуск и одновременно ищут новые рынки сбыта. У предприятий, зависящих от импорта, напротив, запасы заметно сокращаются, что заставляет их активно подбирать новых поставщиков. Отрасли, ориентированные на внутренний спрос, продолжают наращивать портфель заказов и загружать производственные мощности. Об этом говорится в докладе «Региональная экономика: комментарии ГУ».  Специальные темы этого выпуска — запасы предприятий и потребительская активность населения.  Фото на превью: Pressmaster / Shutterstock / Fotodom"
"13 июля 2022","Новость","Потребительская корзина в июне подешевела по сравнению с маем","За месяц средний уровень цен снизился из-за сокращения спроса после мартовского всплеска, а также укрепления рубля и разовых факторов на рынке овощей и фруктов. Подешевели сахар, макароны и крупы, бытовая техника и электроника, автомобили.","Цены на большинство других товаров и услуг продолжили расти вследствие увеличения затрат. В среднем потребительская корзина в июне дешевела максимальным месячным темпом за последние 20 лет.  Годовая инфляция вновь замедлилась (до 15,9%). Проводимая денежно-кредитная политика создаст условия для снижения годовой инфляции до 5–7% в 2023 году и до 4% в 2024 году.  Более подробно читайте в информационно-аналитическом комментарии Банка России «Динамика потребительских цен».  Фото на превью: Nomad_Soul / Shutterstock / Fotodom"
"13 июля 2022","Новость","О чем говорят тренды: стабилизация экономической активности в мае – июне","Российская экономика стабилизировалась в мае — июне при сохранении существенных различий ситуации в отдельных отраслях. Подстройка под изменившиеся условия продолжается, и риски ослабления экономической активности еще высоки.","Снижение уровня потребительских цен в июне вызвано разовыми факторами — укреплением рубля и внесезонным удешевлением плодоовощной продукции. С поправкой на эти факторы рост цен сохранялся на повышенном относительно цели Банка России уровне. Проводимая денежно-кредитная политика будет способствовать возвращению инфляции к 4% в 2024 году.  Более подробно читайте в бюллетене «О чем говорят тренды».  Фото на превью: 7ynp100 / Shutterstock / Fotodom"
"13 июля 2022","Новость","Банк России выявил за шесть месяцев 2022 года более двух тысяч финансовых пирамид и нелегалов","Это в три раза больше, чем за такой же период прошлого года. Количество выявленных финансовых пирамид выросло в 6,5 раза, нелегальных профессиональных участников рынка ценных бумаг — почти в три раза, нелегальных кредиторов — больше чем в два.","Такая динамика объясняется несколькими факторами. Злоумышленники активизировались, воспользовавшись особенностями экономической ситуации. Они активно рекламировали «займы от частных лиц», вложения в «нестандартные» псевдоинвестиционные проекты. Одной из тенденций, влияющих на ситуацию, стало дробление крупных пирамид на более мелкие. Почти 80% пирамид и нелегалов действуют онлайн.  Банк России выявляет подобные схемы с помощью собственной системы мониторинга. В этом году были внедрены новые алгоритмы поиска, расширены источники мониторинга информационного пространства. Все это позволило более оперативно обнаруживать нелегальные проекты и предупреждать о них потребителей. Кроме того, в конце 2021 года вступил в силу закон о досудебной блокировке сайтов финансовых пирамид, что также способствовало сокращению срока их жизни.  Более подробно о противодействии нелегальной деятельности и финансовым пирамидам можно прочитать в аналитическом материале Банка России.  Фото на превью: Vladimir Sukhachev / Shutterstock / Fotodom"
"12 июля 2022","Новость","Российский финансовый рынок начал адаптироваться к новым условиям","Чистый приток валютной ликвидности в апреле — июне 2022 года способствовал существенному укреплению рубля относительно доллара США. В то же время риски, связанные с хранением значительной валютной ликвидности в периметре российской финансовой системы, остаются высокими.","Объемы вторичных биржевых торгов акциями, ОФЗ и корпоративными облигациями увеличиваются, но остаются на уровнях ниже показателей начала года. На рынке акций растет значимость розничных инвесторов, которые занимают преимущественно выжидательную позицию.  Более подробно читайте в очередном выпуске «Обзора рисков финансовых рынков».  Фото на превью: photopixel / Shutterstock / Fotodom"
"11 июля 2022","Новость","Переводы активов с ИИС и налоговый вычет: разъяснения регулятора","Переводы иностранных ценных бумаг от одного профучастника к другому не влияют на возможность получить налоговый вычет, если такие переводы были связаны с санкциями и соответствуют ряду условий.","Информационное письмо об этом Банк России направил брокерам и депозитариям. Письмо подготовлено на основе разъяснений Минфина.  Налоговый вычет по индивидуальным инвестиционным счетам (ИИС) сохраняется в следующих случаях:  — менялся только депозитарий, в котором учтены иностранные ценные бумаги, а их учет на прежнем ИИС не прекращался;  — один профучастник передал другому все активы, учитываемые на ИИС, с одновременной передачей всех прав и обязанностей по договору инвестиционного счета;  — при переводе активов от одного профучастника к другому учет на ИИС иностранных ценных бумаг был прекращен, но клиент заключил договор на ведение ИИС у нового профучастника и в течение месяца после этого расторг договор с прежним.  Банк России рекомендовал брокерам и депозитариям информировать клиентов, чьи активы переведены таким образом, о сохранении права на налоговый вычет и оказывать им содействие в его получении.  Совместно с органами исполнительной власти Банк России прорабатывает способы защиты прав клиентов подсанкционных брокеров, активы которых переводились по другим схемам.  Фото на превью: Wichayada Suwanachun / Shutterstock / Fotodom"
"08 июля 2022","Новость","Цифровым финансовым активам придали налоговый импульс","Совет Федерации одобрил закон об особом порядке налогообложения операций с цифровыми финансовыми активами (ЦФА) и гибридными цифровыми правами. Это создает условия для свободного обращения цифровых прав.","Базовый закон о ЦФА заработал еще в 2021 году, но тогда не были регламентированы вопросы налогообложения — к этим активам применялись действующие нормы, что тормозило развитие данного рынка.  Новый порядок регулирует уплату налога на прибыль организаций, НДФЛ и НДС в отношении операций с такими инструментами. Так, российские компании — обладатели ЦФА должны будут платить 13% от дохода, полученного от эмитента ЦФА (при превышении налогооблагаемой базы более 5 млн рублей в год — 15%). К доходам иностранных компаний будет применяться ставка налога на прибыль в 15%.  Доходы физических лиц будут облагаться НДФЛ в размере 13%. При этом важно, что операции с ЦФА исключены из налогообложения НДС, как и операции с ценными бумагами.  Сделки с гибридными цифровыми правами облагаются НДС, но при этом предусмотрен ряд исключений.  Фото на превью: PowerUp / Shutterstock / Fotodom"
"08 июля 2022","Новость","Комиссия Банка России в первом полугодии получила 76 обращений о восстановлении деловой репутации","Комиссия Банка России в первом полугодии 2022 года получила 76 обращений от должностных лиц и собственников финансовых организаций, не согласных с тем, что их деловая репутация или квалификация признаны не соответствующими установленным требованиям.","Из рассмотренных в первом полугодии 62 жалоб 58% удовлетворены, по 42% обращений в удовлетворении отказано.  За время работы Комиссии (с 28 января 2018 года по 1 июля 2022 года) поступили 1165 жалоб, из них рассмотрена 951 жалоба.  Более подробная информация размещена на сайте Банка России.  Фото на превью: Sirtravelalot / Shutterstock / Fotodom"
"08 июля 2022","Новость","Банк России утвердил изменения в порядок тестирования неквалифицированных инвесторов"," ","Новый порядок предусматривает ротацию вопросов на знание финансовых инструментов. Инвестор по-прежнему должен отвечать на четыре вопроса, но они будут выбираться из восьми случайным образом и с учетом того, чтобы в каждую комбинацию включались задания разной сложности.  Это позволит снизить вероятность прохождения теста путем перебора вариантов ответов, а значит, и вероятность покупки сложного инструмента без адекватной оценки человеком своих знаний и принимаемых рисков.  Изменения вошли в новую редакцию базового стандарта защиты прав и интересов клиентов брокеров, подготовленную с участием саморегулируемых организаций НАУФОР и НФА. Они вступают в силу с 1 сентября 2022 года."
"07 июля 2022","Новость","Мониторинг отраслевых финансовых потоков: снижение объемов на фоне укрепления рубля","В июне объем входящих платежей, проведенных через платежную систему Банка России, снизился на 7,2% по сравнению со средним уровнем I квартала 2022 года.","В большинстве укрупненных групп отраслей наблюдалось сокращение финансовых потоков. Существенный вклад в снижение объемов платежей в отраслях внешнего спроса, по нашей оценке, внесли укрепление рубля и ослабление валютных ограничений.  Динамика поступлений в потребительских отраслях в июне была неоднородной. При снижении объема платежей в крупных потребительских отраслях (розничная торговля, операции с недвижимостью) в некоторых видах услуг (туризм) наблюдался рост объемов финансовых потоков. Это может быть связано с ростом цен на массовых туристических направлениях при снятии внутрироссийских антиковидных ограничений в условиях одновременного уменьшения зарубежного туризма.  Более подробно читайте в очередном выпуске «Мониторинга отраслевых финансовых потоков»."
"06 июля 2022","Новость","Порог подлежащих обязательному контролю операций повысится до 1 млн рублей","Нижняя граница операций с денежными средствами, подлежащими обязательному контролю со стороны Росфинмониторинга, будет повышена с 600 тыс. до 1 млн рублей. Кроме того, пороговое значение таких операций, проводимых по сделке с недвижимым имуществом, увеличится с 3 млн до 5 млн рублей.","Соответствующие поправки в закон о противодействии легализации преступных доходов Государственная Дума приняла в третьем, окончательном чтении. Банк России поддержал эти изменения, поскольку они позволят сократить нагрузку на финансовые организации и их клиентов, не снижая при этом эффективность российской «противолегализационной» системы.  Фото на превью: ZHMURCHAK / Shutterstock / Fotodom"
"06 июля 2022","Новость","Банк России одобрил первый российский товарный индекс","Пилотным ценовым показателем стал биржевой индекс на пшеницу, который ежедневно по итогам торгов рассчитывает АО «Национальная товарная биржа». Он отражает стоимость тонны пшеницы на условиях поставки до порта Новороссийск.","Для участников рынка индекс является ориентиром, который они могут использовать для решения своих бизнес-задач и запуска инструментов хеджирования ценовых рисков. Также его можно применять при регулировании товарных рынков.  Оценка качества формирования индекса была проведена совместно с представителями российских ведомств — Минсельхоза, Федеральной антимонопольной службы и Минфина.  Банк России участвует в развитии внутреннего ценообразования на товарном рынке и создании системы национальных индексов, которые смогут заменить зарубежные ценовые показатели. Ключевым и наиболее надежным источником информации для формирования индикаторов регулятор считает рыночную стоимость товаров, которая определяется по результатам сделок на биржах и в торговых системах (организованные торги).  На примере первого индекса Банк России подготовит предложения по созданию механизма межведомственной оценки и направит их для обсуждения в Правительство Российской Федерации.  Фото на превью: Кирилл Кухмарь / ТАСС"
"05 июля 2022","Новость","Урегулировать страховой случай по ОСАГО можно будет онлайн","К 1 января 2025 года страховщики будут обязаны внедрить у себя сервис электронного урегулирования убытков по ОСАГО. До этого времени компании смогут предоставлять такую опцию добровольно. Соответствующий законопроект, разработанный при участии Банка России, Государственная Дума приняла во втором чтении.","Сейчас через Интернет доступна только покупка самого полиса. После вступления в силу закона все этапы оказания услуги по ОСАГО могут быть пройдены дистанционно.  Осмотр пострадавшего в ДТП автомобиля по соглашению со страховщиком также может быть проведен дистанционно. Для этого потерпевший получит возможность направить страховщику самостоятельно сделанные фото- и видеоматериалы.  Для потребителей сохраняется возможность традиционной покупки полиса в офисе страховщика или у агента, а также очного урегулирования убытка.  Фото на превью: Natalya Erofeeva / Shutterstock / Fotodom"
"01 июля 2022","Новость","С 3 июля переплата по новым ипотечным кредитам будет ограничена","Полная стоимость кредита (ПСК) по ипотечным договорам не может превышать среднерыночную более чем на треть.","Поправки об этом в закон «О потребительском кредите (займе)» вступают в силу 3 июля 2022 года. Они распространяют на ипотеку те же нормы по защите прав заемщиков, которые уже доказали свою эффективность в необеспеченном потребительском кредитовании. ПСК включает не только проценты по кредиту, но и любые другие связанные с ним платежи заемщика — например, страховку и иные дополнительные услуги.  С 1 июля перестал действовать временный мораторий на ограничение ПСК по потребительским кредитам, введенный в конце февраля на фоне резкого повышения процентных ставок. В условиях смягчения денежно-кредитной политики мораторий решено не продлевать.  «Ограничение ПСК позволяет сбалансировать интересы кредитора и заемщика и защитить человека от чрезмерной долговой нагрузки. Сейчас для финансового рынка важнее сохранить платежеспособность клиентов, а не компенсировать за их счет свои издержки», — отметил Михаил Мамута, руководитель Службы по защите прав потребителей и обеспечению доступности финансовых услуг Банка России.  Фото на превью: Anna Nass / Shutterstock / Fotodom"
"01 июля 2022","Новость","Начала работать платформа «Знай своего клиента»","К сервису Банка России — платформе «Знай своего клиента» — подключились все банки. C 1 июля 2022 года они получают от Банка России информацию о том, к какой группе риска совершения подозрительных операций можно отнести юридических лиц и индивидуальных предпринимателей. Эти данные банки могут использовать для того, чтобы определять режим работы с каждым клиентом.","Ресурс располагает сведениями о 7 млн юридических лиц и индивидуальных предпринимателей. Банк России на основе собственных аналитических данных распределил их на три группы — низкого, среднего и высокого уровней риска («зеленую», «желтую» и «красную»). На данный момент к «зеленой» группе, по оценке регулятора, принадлежит около 99% компаний, к «желтой» — 0,3%, к «красной» — 0,7%.  Если клиенты относятся к «зеленой» группе, операции между ними должны проводиться беспрепятственно. Если же и банк, и регулятор поставили клиенту «красную» оценку, банк должен незамедлительно установить запрет на проведение практически всех его операций. Предприниматели, не согласные с их включением в группу высокого риска, могут обжаловать такое решение в Межведомственной комиссии при Банке России, в которую входят Росфинмониторинг, ФТС России, уполномоченный по правам предпринимателей, а также представители банковских и бизнес-объединений.  Информация платформы является для банков вспомогательной, окончательную оценку о добросовестности бизнеса своих клиентов с точки зрения антиотмывочного законодательства они должны присваивать самостоятельно.  «Использование платформы позволит снизить нагрузку на добросовестных предпринимателей и сэкономить ресурсы кредитных организаций, которые смогут сосредоточиться на предупреждении подозрительных операций, — сказал директор Департамента финансового мониторинга и валютного контроля Банка России Илья Ясинский. — Мы предварительно протестировали работу сервиса со всеми банками и провели с ними встречи, подробно ответили на возникшие вопросы. Такая подготовка поможет избежать технологических проблем и обеспечить корректную работу платформы».  Фото на превью: Designs Stock / Shutterstock / Fotodom"
"30 июня 2022","Новость","Банк России продолжает снимать ранее введенные валютные ограничения","С 1 июля 2022 года физические лица — российские резиденты имеют право в течение календарного месяца перевести со своего счета в российском банке на свой счет за рубежом или другому человеку не более 1 млн долларов США или такую же сумму в эквиваленте в другой иностранной валюте.","Аналогичный порог установлен и для переводов физических лиц — резидентов из дружественных государств.  Ранее ограничения по этим операциям составляли 150 тыс. долларов США. Лимиты по переводам повышены в связи с устойчивым положением на внутреннем валютном рынке.  Фото на превью: Андрей Любимов / РБК / ТАСС"
"29 июня 2022","Новость","Госдума приняла закон о конвертации расписок в акции","Депозитарные расписки на акции отечественных эмитентов, права на которые учитываются в российских депозитариях, будут конвертированы в локальные акции, торгуемые на внутреннем рынке. Соответствующий закон Государственная Дума одобрила в третьем чтении.","Документ позволит держателям расписок сохранить свои инвестиции и получить базовый актив — российские акции, что в настоящее время невозможно сделать из-за блокирования операций со стороны иностранной инфраструктуры.  Конвертация будет происходить автоматически, дополнительных действий владельцев расписок не потребуется. Порядок ее проведения установит Совет директоров Банка России. Регулятор также определит дату начала осуществления операций.  Эмитенты, ранее получившие право сохранить программы депозитарных расписок, смогут вновь обратиться в Правительственную комиссию по контролю за осуществлением иностранных инвестиций в Российской Федерации за разрешением либо не проводить автоматическую конвертацию, либо отложить ее сроки.  Фото на превью: SkyNext / Shutterstock / Fotodom"
"28 июня 2022","Новость","Клиенты банков смогут добровольно ограничивать онлайн-операции для защиты от мошенников","С 1 октября 2022 года клиенты смогут самостоятельно устанавливать в банке, в котором они обслуживаются, запрет на онлайн-операции либо ограничивать их параметры — максимальную сумму для одной транзакции или лимит на определенный период времени. Такая возможность предусмотрена указанием Банка России, которое зарегистрировал Минюст России.","Установить запрет на дистанционные каналы можно в отношении отдельных услуг, например переводов, онлайн-кредитования, или на все операции. Чтобы воспользоваться бесплатным сервисом, клиенту нужно написать заявление в свой банк. Форму документа и порядок его направления определяет кредитная организация. При этом отменить запрет или изменить параметры онлайн-операций клиент банка может в любое время без ограничений.  «Такая упреждающая мера особенно актуальна для людей, наиболее подверженных влиянию кибермошенников, например для пожилых граждан. Если был установлен запрет на дистанционные операции, то мошенникам не удастся оформить онлайн-кредит или похитить ваши деньги, даже если они смогли получить доступ к вашему онлайн-банкингу», — комментирует директор Департамента информационной безопасности Банка России Вадим Уваров.  Для дополнительной защиты клиентов от действий кибермошенников с 1 октября этого года банки также будут обязаны проводить идентификацию всех устройств, с которых граждане совершают онлайн-операции, подтверждать их телефонные номера и адреса электронной почты.  Фото на превью: Pixel-Shot / Shutterstock / Fotodom"
